Unique ID,Original Value,New Value,Similarity Score
326,Strabag Építő Kft.,Strabag Általános Építő Kft.,0.8000968446115804
595,Ms Zrt.,Ms Informatikai Zrt.,0.8743000552466836
603,Pc Trade Systems Kft.,Pc Trade Systems Informatikai Kft.,0.9184166683809952
608,Szintézis Zrt.,Szintézis Informatikai Zrt.,0.8821026457716867
770,Greiner Bioone Hungary Műanyagtechnika Kft.,Greiner Bioone Hungary Kft.,0.8336825754875213
1836,Duna Aszfalt Út És Mélyépítő Zrt.,Duna Aszfalt Út És Mélyépítő Kft.,0.9644464031785174
2016,Euroaszfalt Kft.,Euroaszfalt Építő És Kft.,0.8726625568165952
2764,Széles Út Hungária Kft.,Széles Út Építőipari És Kft.,0.84091749962265
2986,Bluemed Kft.,Bluemed Plusz Kft.,0.8320680097893989
3099,Biolab Diagnosztikai Laboratórium Zrt.,Biolab Diagnosztikai Zrt.,0.826347943705707
3957,Bokútterv Mérnöki És Vállalkozó Korlátolt Felelősségű Társa ,Bokútterv Mérnöki És Vállalkozó Kft.,0.8032327780939514
4106,"Fresenius Kabi Hungary Vegy, Gyógyszeripari És Kft.","Fresenius Kabi Hungary Vegy, Gyógyszeripari És Korlátolt Felelősséű Társaságkft ",0.807255967281195
4608,Libra Szoftver Zrt.,Libra Szoftver Fejlesztő Zrt.,0.9176818199567665
5039,Wolters Kluwer Hungary Kft.,Wolters Kluwer Kft.,0.9411537454351202
5071,Premier G. Med Capital Kft.,Premier G. Med Kft.,0.8004144630944312
6104,K.F. Építőipari Kft.,O És R Építőipari Kft.,0.8374514943832666
6546,Dr. Juhász István ,Dr. Juhász István EV,0.931116311266598
6640,"Bodrogi Bau Kivitelező, Tervező, Kereskedő És ","Bodrogi Bau Kivitelező, Tervező, Kereskedő És Kft.",0.996133130384374
7132,K.F.Zs Kft.,T.P.Zs Kft.,1.0
7414,Kermann Műszaki Fejlesztő És Tanácsadó Zrt.,Kermann Műszaki Fejlesztő És Tanácsadó Kft.,0.956649620900627
7863,"Szentinel Vagyonvédelmi, Biztonságtechnikai Kft.",Szentinel Vagyonvédelmi Biztonságtechnikai Kft.,0.9999999999999999
8134,Atl Ipari És Zrt.,Atl Ipari És Kft.,0.9369438878680697
8149,Szabó Tamás EV,Szabó Tamás ,0.9088798373565442
9141,Img Solution Zrt.,Img Solution Kft.,0.9433672593012158
9236,G.B.T.I Kft.,B K Kft.,1.0
9309,Cliniserve Invest Kft.,Cliniserve Kft.,0.8307485788565051
9937,Allied Solutions Cee Kft.,Allied Water Solutions Cee Kft.,0.8554366750335839
9990,Number One Cleaning Takaritó És Kft.,Number One Cleaning Takaritó És Korlátolt Felellőségű Társaság ,0.8348047842002474
11402,Enco Software Zrt.,Enco Software Kft.,0.9501544365010908
11717,Allegro Kft.,"Allegro , Kivitelező És Kft.",0.8563616234490113
12228,Bitép Építőipari És Kft.,Bitép Generál Építőipari És Kft.,0.8370794652349376
12318,Biotech Hungary Kft.,"Biotech Hungary , És Tanácsadó Kft.",0.8966474837976391
12322,Vwr Kft.,Vwr International Kft.,0.8182895671434848
12417,Bovimex I Kft.,Bovimex Kft.,1.0000000000000002
12477,Zenon Bio Biotechnológia Kft.,Zenon Bio Kft.,0.805757043299127
12570,Feszültség Termelő És Kereskedő Korlátolt Felelőségű Társaság ,Feszültség Termelő És Kereskedő Kft.,0.8191122625810837
12630,Biomedica Hungaria Kft.,Biomedica Hungaria Orvostechnikai Kft.,0.8288801708752928
12700,Pearl Enterprises Ipari Kft.,Pearl Enterprises Kft.,0.938804135377864
12768,Zs.E.B Kft.,T.P.Zs Kft.,1.0
12781,F K Kft.,B K Kft.,1.0
12872,Omv Hungária Ásványolaj Hatályos Kft.,Omv Hungária Ásványolaj Kft.,0.8286309391453162
12947,Balaton Busz Bt.,Balaton Busz Idegenforgalmi És Bt.,0.8303009373042873
13722,Univerz Biztonsági Tanácsadó Kft.,Univerz Biztonsági Kft.,0.9284785921032236
14115,Számhead Kft.,Számhead Számítástechnikai És Kft.,0.812189845507652
14123,St Services Kft.,St Services Hungary Kft.,0.9199064559680322
14127,Kermann Műszaki Fejlesztő Zrt.,Kermann Műszaki Fejlesztő És Tanácsadó Kft.,0.876970732915823
14129,Invigor Kft.,Invigor Informatika Kft.,0.8058980456805818
14130,Valkyr Kft.,Valkyr Informatikai Kft.,0.8739833333857402
14208,Humanoit Informatikai Kft.,Humanoit Kft.,0.8739833333857402
14210,Jtc Számítástechnikai Kft.,Jtc Kft.,0.8391885777599166
14296,Szinva Net Zrt.,Szinva Net Informatikai Zrt.,0.9266995307502348
14793,F F Kft.,B K Kft.,1.0
14910,Pécsi Geodéziai És Térképészeti Kft.,Geodéziai És Térképészeti Zrt.,0.8051125626640555
15963,Vodafone Magyarország Mobil Távközlési Zrt.,Vodafone Magyarország Távközlési Zrt.,0.865676424381233
16844,"Ásatárs Kulturális, Régészeti Korlátolt Felelősség ","Ásatárs Kulturális, Régészeti Kft.",0.815345219754239
17457,Life Technologies Magyarország Kft.,Life Technologies Kft.,0.8961997649129494
17601,Mészáros És Mészáros Ipari Zrt.,Mészáros És Mészáros Ipari Kft.,0.9736623963385691
17675,M.B.V Kft.,B K Kft.,1.0
17765,Fecske Építő Kft.,Fecske Építőipari Kft.,0.8319680596775659
18935,Huferbau Építőipari Kft.,Huferbau Kft.,0.93527127494119
19392,Nyírség Nehézgép Javító És Bt.,Nyírség Nehézgép 93 Javító És Bt.,0.8778438897590608
21036,Ernst Young Könyvvizsgáló Kft.,Ernst Young Tanácsadó Kft.,0.814069989868194
21749,Villszer Villanyszerelő Kft.,Villszer 2008. Villanyszerelő Kft.,0.8457455128414024
22317,B F Kft.,B K Kft.,1.0
22511,Gate Automatika Szerviz Kft.,Gate Szerviz Kft.,0.8260686886759911
23414,Forex Medical Kórháztechnikai Zrt.,Forex Medical Kórháztechnikai Kft.,0.963187905504105
23589,"Kiállítás Tervező, Kivitelező És Kft.",Kiállítás Tervező És Kivitelező Kft.,1.0
23879,Skilldict Zrt.,Skilldict Kft.,0.9178766444814646
24148,Drger Magyarország Kft.,Drger Medical Magyarország Kft.,0.8524147715698887
24625,Stlogistic Szállítmányozási Kft.,Stlogistic Fuvarozási És Szállítmányozási Kft.,0.8204645008846734
25859,Közlekedés Tervező Iroda Kft.,Közlekedés Fővárosi Tervező Iroda Kft.,0.8112278530305498
26183,Viador Átrium Stúdió Kft.,Viador Átrium Mérnökiroda Kft.,0.8061339652896897
26403,R.S.Z. Építőipari Kft.,O És R Építőipari Kft.,0.8374514943832666
26435,Nowy Styl Hungary Zrt.,Nowy Styl Hungary Bútorgyártó És Zrt.,0.8520459692922748
26602,Multi Job Kft.,Multi Job Iskolaszövetkezet ,0.8353862233901365
27519,K.M Parker Kft.,Parker Bau Kft.,0.8590276863319044
28314,Apoffice És Tanácsadó Kft.,Apoffice Kft.,0.8799204530159986
29951,Soblask Ipari Kft.,Soblask Ipari Bt.,0.9216922888408974
30160,Global Business International Kft.,Global Business International 2017 Kft.,0.8144235447678104
30190,Productum Bono Oktatási És Felnőttképzési Zrt.,Productum Bono Oktatási És Felnőttképzési Kft.,0.9737563018549362
30267,"Kes Audit Könyvvizsgáló, Könyvvezető És Adószakértő Kft.","Moore Stephens Kes Audit Könyvvizsgáló, Könyvvezető És Adószakértő Kft.",0.8163393409109958
30692,Tokai És Társa Építőipari És Kft.,Tokai És Társa Kft.,0.941476258324879
31018,Kórház És Menzaétkeztetés Zrt.,Kórház És Menzaétkeztetés Kft.,0.9543245380388851
31217,Hidrográd Víz És Közműépítő Kft.,Hidrográd Víz És Közműépítő Korlátolt Felelősségű Kft.,0.878570115034718
31258,Ttsz Bau Festő Kft.,Ttsz Bau Festő És Kft.,0.9855855677513289
31261,Atryum Invest Építőipari És Korlátolt Felelősségú Társaság ,Atryum Invest Korlátolt Felelősségú Társaság ,0.9672963393712481
31552,Mészáros Építőipari Kft.,Mészáros És Mészáros Ipari Kft.,0.872085208560095
31721,"Sirius Produkt , Gyártó És Kft.",Sirius Produkt Kft.,0.9036819647093309
32151,Kapet Bau Kft.,Kapet Bau Építőipari Kft.,0.9530546873875297
32175,Zdoor Zrt.,Zdoor Kft.,0.9178766444814646
32361,Valtonsec Kft.,Valtonsec Zrt.,0.9178766444814646
32660,Mpiima Építőipari Korlátolt Felelőségű Társaság ,Mpiima Vendéglátó Korlátolt Felelőségű Társaság ,0.8575786580214999
32754,Cs Cs General Kft.,Cs.M.Bt Kft.,0.8194541122310756
32783,Cs.I.R. Építőipari Kft.,Cs.M.Bt Kft.,0.8326007330441229
32901,Gazsi És Gazsi Kft.,Gazsi És Gazsi Ipari Kft.,0.9683108713620966
34094,Sebestyén És Társa Bt.,Sebestyén És Társa Építőipari Kft.,0.8788480857370233
34315,Econsult 2000. Tanácsadó Kft.,Econsult 2000 Kft.,0.9272281913855555
34420,M.E.T Kft.,B K Kft.,1.0
34618,Dénes Béla ,Dénes Béla EV,0.9308043170132707
35175,Everling Városépítő Kft.,"Everling Városépítő, Építőipari Kft.",0.9659509435699848
35241,Varga És Varga Építőipari Kft.,Varga Kft.,0.9600421709030736
35972,Benczúr Partner Építész Tervező És Művészeti Kft.,Benczúr Partner Építész És Művészeti Kft.,0.9522842628702137
35974,Benczúr Partner Építészeti És Művészeti Kft.,Benczúr Partner Építész És Művészeti Kft.,0.8195253087409299
36055,Oppidum Kivitelező És Kft.,Oppidum És Tanácsadó Kft.,0.8026146454797844
36089,"Aquaplus Kútfúró, Építő És Termálenergetikai Korlátotl Felelősségű Társaság ","Aquaplus Kútfúró, Építő És Termálenergetikai Kft.",0.8117315359422045
36968,Anton Wottle Maschinen Und Weinpressenbau Gmbh ,Wottle Maschinen Und Weinpressenbau Gmbh ,0.9041845320934593
37274,Black Cell Kft.,Black Cell Magyarország Kft.,0.9239012885789751
37861,Ot Industries Tervező Zrt.,Ot Industries Fővállalkozó Zrt.,0.8420659032303792
38113,Nagy Kft.,Nagy És Nagy Kft.,0.9822189062613198
38126,Szemereyplus Fuvarozási És Logisztikai Kft.,Szemereyplus Fuvarozási És Logisztikai Zrt.,0.9653247240589207
38613,Kliner Kft.,Kliner Plusz Kft.,0.8320680097893989
38711,Kiszikő Plusz Kft.,Kiszikő Plusz Építőipari Kft.,0.9564137649287195
39552,Flaxcom Holding Zrt.,Flaxcom Holding Elektronikai És Zrt.,0.853068377228222
39642,Horváth Color Kft.,Horváth Color Építőipari Kft.,0.9554280965917507
40224,Bsöv Építőipari És Kft.,Bsöv Építőipari Kft.,0.9724749454807932
40339,Maxbeton Építőipari Kft.,Maxbeton Építőipari És Kft.,0.9724749454807932
40858,Hmbau Építőipari Kft.,Hmbau Építőipari És Kft.,0.9724749454807932
40915,Wittmann Battenfeld Kft.,Wittmann Battenfeld Gmbh ,0.918238845371243
40952,Szabó Gábor Antal EV,Szabó Gábor EV,0.8009814529603375
43702,"Oriana Tanácsadó, Fejlesztő És Kft.","Oriana International Tanácsadó, Fejlesztő És Zrt.",0.8405220249995822
43907,Magyar És Társa Kft.,Magyar És Társa 2000 Kft.,0.8282331101420167
44361,Sebestyén És Társa Kft.,Sebestyén És Társa Építőipari Kft.,0.9518068508597033
45141,Archibona Kft.,Archibona Építőipari Kft.,0.9387919830143375
46383,Gyurgyik Benedek Zoltán ,Gyurgyik Benedek Zoltán EV,0.9508245387265216
47035,Sándor És Veres Egészségügyi Bt.,Veres Sándor ,0.8436021371348006
47461,Főmterv Zrt.,Főmterv Mérnöki Tervező Zrt.,0.8228610806745337
47903,"Septox Egészségügyi Hulladékokat Gyűjtő, Szállító És Ártalmatlanító Kft.","Septox Kórházi És Egészségügyi Hulladékokat Gyűjtő, Szállító És Ártalmatlanító Kft.",0.9080097153661436
47905,Bauteam Építőipari És Kft.,Bauteam Építőipari És Vállalkozási Kft.,0.8449375386767136
48816,Vabeko Kft.,Vabeko Műszaki Kft.,0.8426686154547599
51527,Ms Zrt.Digital Professzionál Zrt.User Rendszerház 99999 Informatika Kft.,Ms Zrt. Digital Professzionál Zrt.User Rendszerház 99999 Informatika Kft.,1.0
51528,Sysman Informatikai Zrt.Etiam Qzrt Infotech Digitran Hungária Zrt.Gamax Clarmont I.S. Intercomputerinformatika Zrt.Areus Zrt Kft.,Sysman Informatikai Zrt.Etiam Qzrt Infotech Digitran Hungária Zrt.Gamax Clarmont I.S. Clarmont I.S. Intercomputerinformatika Zrt.Areus Zrt Kft.,0.9702407562364075
51639,Dbm Banktechnikai Kft.,Dbm Banktechnikai És Kft.,0.9839590864174116
51961,"Ftr 2000 Környezetvédelmi, És Kivitelező Kft.",Ftr 2000 Környezetvédelmi Tervező És Kivitelező Kft.,0.9412487313835776
52961,Komszer 2000 Bt.,Komszer 2000 Kft.,0.9279671372197864
53035,Név Fejér Tervező És Mérnökiroda Kft.,Fejér Tervező És Mérnökiroda Kft.,0.80234545832121
53695,Nolimit Crm Solutions Informatikai Tanácsadó Kft.,Nolimit Crm Solutions Kft.,0.9046413259107978
54506,Európa Ázsia Guangzhou És Befektetési Kft.,Európa Ázsia És Befektetési Kft.,0.8360051397400637
55129,Roche S.R.O ,Roche Magyarország Kft.,0.8546592234062877
56328,Vajda Kft.,Vajda Mélyépítő Kft.,0.8205555466000131
56357,Jsp Kft.,Jsp Építő Kft.,0.8895473238284585
56519,Pfm Zrt.,Pfm Holding Zrt.,0.8243534375598521
57838,Quantum Hungary Kft.,Quantum Kft.,0.8743239389964977
58032,Nevada Security Kft.,Nevada Security International Kft.,0.8709860961189141
61548,Könyvtárellátó Nonprofit Kft.,Könyvtárellátó Közhasznú Nonprofit Kft.,0.8520039016731776
62717,M.Á.S.T. Piac És Közvéleménykutató Társaság ,M.Á.S.T. Piac És Közvéleménykutató Korlátolt Felelőségű Társaság ,0.8657873243309131
62957,Ecolab Global Business Services . Ecolab Gmbh Közös Ajánlattevők Kft.,Ecolab Global Business Services . És Ecolab Gmbh. Közös Ajánlattevők Kft.,0.9955608982273625
63271,Kis És Kis Bau Építőipari És Kft.,Kis Kis Házmester Építőipari És Kft.,0.8252710938636658
63275,R.F.S Kft.,B K Kft.,1.0
63444,Biomedica Kft.,Biomedica Hungária Kft.,0.84421942696975
65330,Fusion Architect Építészeti És Suzolgáltató Kft.,Fusion Architect Építészeti És Kft.,0.8326658516475288
65597,Intercomputerinformatika Zrt.,Intercomputerinformatika Számítástechnikai És Zrt.,0.8256629464231239
65600,Silicon Computers Kft.,Silicon Computers Számítógép Kft.,0.8015996776067601
65604,Answare Kft.,Answare Informatikai Kft.,0.8674968319344077
65609,Rufusz Computer Informatika Zrt.,Rufusz Computer Informatika Informatikai Zrt.,0.9389485935288385
66028,Hello Wood Zrt.,Hello Wood Kft.,0.9515622911720066
66629,Budaker Kft.,Budaker Gyártó És Kft.,0.8451809277676436
67036,Streamnet Kft.,Streamnet Zrt.,0.9178766444814646
68473,Goodwilltrade Ipari Kft.,Goodwilltrade Ipari És Kft.,0.9752401269218375
68552,Juhász István EV,Dr. Juhász István EV,0.8843025081638766
72185,Átrium 88 Építőipari Kft.,Átrium 88 Kft.,0.9640440909613268
72829,"Petrol Üzemanyagtöltő Állomásokat Tervező, Építő, Szerelő És Javító Kft.","Petrol Üzemanyagtöltő Állomásokat Tervező, Építő És Javító Kft.",0.9481798828175142
74503,D. Szabó És Társa Építőipari És Kft.,Szabó És Társa Építőipari Bt.,0.8913996214781386
74635,Komax Kft.,Komax ,0.9902168067446558
75166,A És V Magyarország Kft.,A.M.I. Magyarország Kft.,0.916136202667862
75698,Smp Solutions Kft.,Smp Solutions Zrt.,0.9410515437718666
76931,Dipabuild 2008. Ingatlanhasznosító Kft.,Dipabuild 2008 Kft.,0.8477659594588636
79348,Budai Egészségközpont Zrt.,Budai Egészségközpont Kft.,0.9553584188579983
79470,Doktor24 Medicina Zrt.,Doktor24 Medicina Kft.,0.9521297607730539
80671,Fehér Fehér Útépítő Kft.,Fehér És Fehér Útépítő Kft.,0.9914250510470666
81080,"Generálkontakt Építőipari, Műszaki Kft.","Generálkontakt Építőipari, Műszaki Bt.",0.9336882310831154
81622,Juhász Imre László EV,Juhász László EV,0.832917502986857
81657,Szerip Szerelőipari Kivitelező És Tervező Zrt.,Szerip Szerelőipari Kivitelező És Tervező Kft.,0.9619127205175788
81853,Serco Informatika Zrt.,Serco Informatika Kft.,0.9384392583732909
81883,Jas Budapest És Szolgálató Zrt.,Jas Budapest Zrt.,0.8076592408438815
82783,Edvita131 Egészségszolgáltató Kft.,Edvita131 Egészségszolgáltató Bt.,0.9482635343878488
84512,Ip Planet Építőipari Kft.,Ip.Planet Építőipari Kft.,1.0
85661,"Sdai Industrial Co.,Ltd ","Sdai Industrial Co., Ltd ",1.0
85740,Jáger És Társa Építőipari Kft.,Jáger Építőipari Kft.,0.859398642256263
86745,Bureau Van Dijk Editions Electroniques Sa ,Bureau Van Dijk Editions Electroniques Sarl ,0.837811165786441
87235,Urbán Építő És Kft.,Urbán Építőipari És Kft.,0.834882877532258
88603,Merkbau Építőipari És Kft.,Merkbau Építőipari És Zrt.,0.9305238723287342
89318,Ernst Young ,Ernst Young Tanácsadó Kft.,0.9367730128349957
89527,Albakenyér Sütőipari Zrt.,Albakenyér Zrt.,0.8162905444296482
91285,Still Villástargonca Kereskedlemi És Kft.,Still Villástargonca Kft.,0.8232882749334327
92958,Broadcast Hungary Kft.,Broadcast Solutions Hungary Kft.,0.8572096474860195
93181,"Siemens, S.R.O., Odtpn Závod Industrial Turbomachinery ","Siemens Energy, S.R.O., Odtpn Závod Industrial Turbomachinery ",0.9427181786040753
93500,M És Társa ,M És Társa Kft.,0.9779601361278586
94180,Panoráma Tourist Korlátolt Felelősségü Társasá ,Panoráma Tourist Korlátolt Felelősségü Társaság ,0.8245868021475978
94401,Hász Építőipari Kivitelező És Tervező Kft.,Hász Építőipari Kivitelező És Tervező ,0.9948253310619303
94661,Dmker Zrt.,Dmker Kft.,0.9131454794168627
95739,Optimum Solar Zrt.,Optimum Solar Építőipari Kft.,0.8966279852188724
96602,Elektro Profi Vállalkozási Kft.,Elektro Profi Kft.,0.865974792060129
99233,Horváth Zoltán ,Horváth Zoltán EV,0.9066048850522873
100683,Z M 2002 Kft.,C .F.T. 2002 Kft.,1.0
